codigo_AMB_92;descricao_AMB_92;codigo_TUSS;descricao_TUSS;
23020091;POLIPECTEMIA DE COLON;40202542;POLIPECTOMIA DE COLON (INDEPENDENTE DO NUMERO DE POLIPOS);
23020105;RET.CORPO EST.DE ESOF.EST.DUOD;40202577;RETIRADA DE CORPO ESTRANHO DO ESOFAGO, ESTOMAGO OU DUODENO;
23020113;DIVERTICULECTOMIA DO ESOFOGO;40202208;DIVERTICULOTOMIA;
23020121;GASTROSTOMIA ENDOSCOPICA;40202283;GASTROSTOMIA ENDOSCOPICA;
23020130;PASSAGEM DE SONDAS P\ENDOSCOP.;40202534;PASSAGEM DE SONDA NASO-ENTERAL;
23020148;BIOPSIAS OU CITOLOGIA(END.A.B);40202038;ENDOSCOPIA DIGESTIVA ALTA COM BIOPSIA E/OU CITOLOGIA;
23020156;ESVAZ.DE LIQU.ASCITICO P/LAPAR;40202275;ESVAZIAMENTO DE LIQUIDO ASCITICO POR LAPAROSCOPIA;
23020164;LISE DE BRIDAS POR LAPAROSCOP.;31009352;LAPAROTOMIA EXPLORADORA, OU PARA BIOPSIA, OU PARA DRENAGEM DE ABSCESSO, OU PARA;
23020172;HEMOSTASIA POR LAPAROSCOPIA;40202305;HEMOSTASIA TERMICA POR ENDOSCOPIA;
23020180;DREN.CAVITARIA P/LAPAROSCOPIA;40202216;DRENAGEM CAVITARIA POR LAPAROSCOPIA;
23020199;BIOPSIAS POR LAPAROSCOPIA;40202046;BIOPSIAS POR LAPAROSCOPIA;
23020202;RETIRADA DE CORPO ESTRANHO DO COLON;40202569;RETIRADA DE CORPO ESTRANHO DO COLON;
23020210;HEMOSTASIA DO COLON;40202313;HEMOSTASIAS DE COLON;
23020229;DESCOMPRESSAO COLONICA POR COLONOSCOPIA;40202143;DESCOMPRESSAO COLONICA POR COLONOSCOPIA;
23020237;TAPONAMENTO DE VARIZES ESOFAGIANAS;40202607;TAMPONAMENTO DE VARIZES DO ESOFAGO E ESTOMAGO;
23020245;HEMOST/EM ESOF/EST/OU DUOD/(PAT/N~/VARIC;40202291;HEMOSTASIA MECANICA DO ESOFAGO, ESTOMAGO OU DUODENO;
23020261;LIG ELASTICAS VARIZES ESOF/GASTR P/SESSA;40202453;LIGADURA ELASTICA DO ESOFAGO, ESTOMAGO OU DUODENO;
23020296;TESTE DA UREASE PESQ HELICOBACTER PYLORI;40202615;ENDOSCOPIA DIGESTIVA ALTA COM BIOPSIA E TESTE DE UREASE (PESQUISA HELICOBACTER P;
24010014;LARINGOSCOPIA DIR.P/DIAG,COLH.;40202429;LARINGOSCOPIA/TRAQUEOSCOPIA PARA DIAGNOSTICO E BIOPSIA (TUBO RIGIDO);
24010022;LARINGOSCOPIA DIRETA-C/RET.C.E;40202410;LARINGOSCOPIA/TRAQUEOSCOPIA COM RETIRADA DE CORPO ESTRANHO (TUBO RIGIDO);
24010030;LARING.DIRETA C/EX.POL/NOD/PAP;40202399;LARINGOSCOPIA/TRAQUEOSCOPIA COM EXERESE DE POLIPO/NODULO/PAPILOMA;
24010049;LARINGOSCOPIA/TRAQUEOSCOPIA COM MICROSCOPIA PARA EXERESE DE POLIPO/NODULO/PAPILOMA;30206065;EXERESE DE TUMOR POR VIA ENDOSCOPICA;
24010049;LARINGOSC.DIR.C/MICROSC.P/EX/P;40202364;LARINGOSCOPIA COM MICROSCOPIA PARA EXERESE DE POLIPO/NODULO/PAPILOMA;
24010057;LARINGOSC.DIRET.C/MICROSC.P/EX;40202364;LARINGOSCOPIA COM MICROSCOPIA PARA EXERESE DE POLIPO/NODULO/PAPILOMA;
24010065;LARINGOSC.C/LASER P/EX/PAP/NOD;40202763;LARINGOSCOPIA/TRAQUEOSCOPIA COM LASER PARA EXERESE DE PAPILOMA/TUMOR;
24010073;LARINGOSC.DIR.C/DIL.P/ESTENOSE;40202178;DILATACAO DE ESTENOSE LARINGO-TRAQUEO-BRONQUICA;
24020010;TRAQUEOSC.P/DIAGN.COLHEITA MAT;40202429;LARINGOSCOPIA/TRAQUEOSCOPIA PARA DIAGNOSTICO E BIOPSIA (TUBO RIGIDO);
24020028;TRAQUEOSTOMIA C/RETIRADA C.EST;40202577;RETIRADA DE CORPO ESTRANHO DO ESOFAGO, ESTOMAGO OU DUODENO;
24020036;TRAQUEOSTOMIA C/RET.PAPILOMA;40202429;LARINGOSCOPIA/TRAQUEOSCOPIA PARA DIAGNOSTICO E BIOPSIA (TUBO RIGIDO);
24020044;TRAQUEOSC.C/DILAT.P/ESTENOSE;40202178;DILATACAO DE ESTENOSE LARINGO-TRAQUEO-BRONQUICA;
24030015;BRONCOSC.,BRONCOSFIB.P/DIAG.CM;40201031;BRONCOSCOPIA COM BIOPSIA TRANSBRONQUICA;
24030023;BRONCOSCOP.C/RETIRADA/CORP.EST;40202585;RETIRADA DE CORPO ESTRANHO NO BRONQUIO OU BRONQUICO;
24030031;BRONCOSCOPIA C/RET.DE PAPILOMA;40202593;RETIRADA DE TUMOR OU PAPILOMA POR BRONCOSCOPIA;
24030040;BRONCOFIBROSCOPIA C/BIOPSIA T.;40201031;BRONCOSCOPIA COM BIOPSIA TRANSBRONQUICA;
24030058;BRONCOSCOPIA RÍDIGA COM DILATACAO PARA ESTENOSE (POR SESSAO);40202178;DILATACAO DE ESTENOSE LARINGO-TRAQUEO-BRONQUICA;
24030074;BRONCOSC.C/DIL.P/ESTENOSE (PS);40201031;BRONCOSCOPIA COM BIOPSIA TRANSBRONQUICA;
24030074;BRONC/FLEX.P/DIAG.COLH/MAT. E/OU BIOPSIA;40202054;BRONCOSCOPIA COM BIOPSIA TRAANSBRONQUICA COM ACOMPANHAMENTO RADIOSCOPICO;
24030082;BRONC/FLEX.P/RETIRADA DE CORPO ESTRANHO;40202585;RETIRADA DE CORPO ESTRANHO NO BRONQUIO OU BRONQUICO;
24030090;BRONC/FLEX.C/LAVADO BRONCOALVEOLAR;40201058;BRONCOSCOPIA COM OU SEM ASPIRADO OU LAVADO BRONQUICO BILATERAL;
24030104;BRONC/FLEX.C/EXERESE ENDOSCOPICA TUMOR;40202593;RETIRADA DE TUMOR OU PAPILOMA POR BRONCOSCOPIA;
24040010;BRONCOSCOPIA COM OU SEM ASP LAVADO BRONQUICO - BILATERAL;40201058;BRONCOSCOPIA COM OU SEM ASPIRADO OU LAVADO BRONQUICO BILATERAL;
24040029;BRONCOSCOPIA C/COLETA MATERIAL (BIOPSIA;40201031;BRONCOSCOPIA COM BIOPSIA TRANSBRONQUICA;
25010018;FISIO CRONAXIMETRIA;40104028;CRONAXIMETRIA;
25010026;FISIO CURVA I/T;40104036;CURVA I/T - MEDIDA DE LATENCIA DE NERVO PERIFERICO;
25010034;FISIO ELETRODIAGNOSTICO;40103811;ELETRODIAGNOSTICO;
25010050;FISIO EXAME MUSCULAR;40104044;ERGOTONOMETRIA MUSCULO-ESQUELETICO (TETRA, PARAPARESIA E HEMIPARESIA);
25010069;FISIO TESTE DE HEALD;41401581;TESTE DE HEALD;
25010077;FISIO PESQUISA ELETRONEUMIOGRAFICA;40103315;ELETRONEUROMIOGRAFIA DE MMII;
25010085;FISIO POTENCIAL EVOCADO AUDITIVO;40103064;AUDIOMETRIA DE TRONCO CEREBRAL (PEA) BERA;
25010093;FISIO POTENCIAL EVOCADO SOMATO-SENSITIV;40103587;POTENCIAL SOMATO-SENSITIVO PARA LOCALIZACAO FUNCIONAL DA AREA CENTRAL (MONITORIZ;
25010107;FISIO POTENCIAL EVOCADO VISUAL;40103633;POTENCIAL EVOCADO VISUAL (PEV);
25010115;FISIO BIOFEEDBACK COM EMG;20103131;BIOFEEDBACK COM EMG;
25010204;CONSULTA FISIOTERAPICA - SAUDE CAIXA;25010204;CONSULTA FISIOTERAPICA - SAUDE CAIXA;
25020013;FISIO ATAXIAS;20103077;ATAXIAS;
25020021;FISIO DISTROFIA SIMPATICO-REFLEXA;20103204;DISTROFIA SIMPATICO-REFLEXA;
25020030;FISIO HEMIPLEGIA E HEMIPARESIA;20103263;HEMIPARESIA;
25020030;HEMIPLEGIA E HEMIPARESIA;20103280;HEMIPLEGIA E HEMIPARESIA COM AFASIA;
25020048;FISIO LESAO NERV.PERIF.AFET.+ D1 NER;20103310;LESAO NERVOSA PERIFERICA AFETANDO MAIS DE UM NERVO COM ALTERACOES SENSITIVAS E/O;
25020056;FISIO LESAO NERV.AFET.1NERV.C/ALT.SE;20103328;LESAO NERVOSA PERIFERICA AFETANDO UM NERVO COM ALTERACOES SENSITIVAS E/OU MOTORA;
25020064;FISIO MIOPATIAS;20103344;MIOPATIAS;
25020072;FISIO MONOPLEGIA;20103271;HEMIPLEGIA;
25020080;FISIO PARAPLEGIA E PARAPARESIA;20103450;PARAPLEGIA E TETRAPLEGIA;
25020099;FISIO PARALISIA CEREBRAL(TRAT.MOTOR);20103425;PARALISIA CEREBRAL;
25020102;FISIO PARALISIA CEREBRAL(TRAT.GLOBAL;20103433;PARALISIA CEREBRAL COM DISTURBIO DE COMUNICACAO;
25020110;FISIO PARKINSON;20103468;PARKINSON;
25020129;FISIO QUADRIPLEGIA E QUADRIPARESIA;20103441;PARAPARESIA/TETRAPARESIA;
25020137;FISIO RET.DESENV.PSICO.MOTOR(TRAT GL;20103689;RETARDO DO DESENVOLVIMENTO PSICOMOTOR;
25020145;FISIO RET.DESENV.PSICO MOTOR-TRAT.MT;20103689;RETARDO DO DESENVOLVIMENTO PSICOMOTOR;
25020153;FISIO ASSIST.FISIAT.TRAT.DE PAT NEUR;20103476;PATOLOGIA NEUROLOGICA COM DEPENDENCIA DE ATIVIDADES DA VIDA DIARIA;
25030019;FISIO DIST.CIRCUL.ART.VENEN.E LINFAT;20103212;DISTURBIOS CIRCULATORIOS ARTERIO-VENOSOS E LINFATICOS;
25040014;FISIO ASSIST.FISIAT.RESP.CLIN.INTERN;20203047;ASSISTENCIA FISIATRICA RESPIRATORIA EM DOENTE CLINICO INTERNADO;
25040022;FISIO ASSIST.FIS.RESP.PAC.INT.C/VENT;20203012;ASSISTENCIA FISIATRICA RESPIRATORIA EM PACIENTE INTERNADO COM VENTILACAO MECANIC;
25040030;FISIO ASS.FIS.RESP.PRE,POS-OPER.C.CR;20103069;ASSISTENCIA FISIATRICA RESPIRATORIA EM PRE E POS-OPERATORIO DE CONDICOES CIRURGI;
25040049;FISIO DOENCAS PUMONARES ATEND.AMBUL.;20103220;DOENCAS PULMONARES ATENDIDAS EM AMBULATORIO;
25040057;FISIO PAC.C/DPOC/ATEND.AMB.NEC/R.RES;20103360;PACIENTE COM D.P.O.C. EM ATENDIMENTO AMBULATORIAL NECESSITANDO REEDUCACAO E REAB;
25050010;FISIO ALTER.C/ORDEM RUMAT.AFET.1MEMB;20103484;PATOLOGIA OSTEOMIOARTICULAR EM UM MEMBRO;
25050028;FISIO ALTER.ORDEM REUMAT.AFET+D1 MEM;20103492;PATOLOGIA OSTEOMIOARTICULAR EM DOIS OU MAIS MEMBROS;
25050036;FISIO ALTER.DEGEN.,INFL.AFET.1SEG.CV;20103506;PATOLOGIA OSTEOMIOARTICULAR EM UM SEGMENTO DA COLUNA;
25050044;FISIO ALTER.DEGEN.,INFL.AFET.SEG.CVM;20103514;PATOLOGIA OSTEOMIOARTICULAR EM DIFERENTES SEGMENTOS DA COLUNA;
25050052;FISIO AL DE ORDEM REUM AFETANDO MAIS DE;20103514;PATOLOGIA OSTEOMIOARTICULAR EM DIFERENTES SEGMENTOS DA COLUNA;
25050095;DESVIOS POSTURAIS DA COLUNA VERTEBRAL;20103182;DESVIOS POSTURAIS DA COLUNA VERTEBRAL;
25050117;REC FUNC P/OP-IMOB PAT OSTEOM.INC FR.LUX;20103662;RECUPERACAO FUNCIONAL POS-OPERATORIA OU POS-IMOBILIZACAO GESSADA DE PATOLOGIA;
25050125;REC FUN POS OP PAT OST FR/LUX +1MEMBRO;20103670;RECUPERACAO FUNCIONAL POS-OPERATORIA OU POS-IMOBILIZACAO GESSADA DE PATOLOGIA;
25050133;REC FUNC PO/P.IMOB PAT OST INC FR/LX COL;20103530;RECUPERACAO FUNCIONAL POS-OPERATORIA OU POR IMOBILIZACAO DA PATOLOGIA VERTEBRAL;
25050184;TRAT FISI PATOL OSTEOMIOARTICULAR AF 1ME;20103484;PATOLOGIA OSTEOMIOARTICULAR EM UM MEMBRO;
25050192;TRAT FISIAT PAT OSTEOMIOARTICULAR+1MENBR;20103492;PATOLOGIA OSTEOMIOARTICULAR EM DOIS OU MAIS MEMBROS;
25050222;REC FUNC P.OPER.PAT OSTEOMI C/COMP NEURO;20103662;RECUPERACAO FUNCIONAL POS-OPERATORIA OU POS-IMOBILIZACAO GESSADA DE PATOLOGIA;
25050230;REC FUNC POS OPER/IMOB PAT OST COMP NEUR;20103670;RECUPERACAO FUNCIONAL POS-OPERATORIA OU POS-IMOBILIZACAO GESSADA DE PATOLOGIA;
25050257;TRAT FISIATRICO PAT AFETEM MULTIPLAS ARTICULACOES EM DIFERENTES MEMBROS;20103492;PATOLOGIA OSTEOMIOARTICULAR EM DOIS OU MAIS MEMBROS;
25060015;FISIO AMPUTACAO UNILATERAL;20103042;AMPUTACAO UNILATERAL (PREPARACAO DO COTO);
25060023;FISIO AMPUTACAO BILATERAL;20103026;AMPUTACAO BILATERAL (PREPARACAO DO COTO);
25060031;FISIO CONTUSOES;20103484;PATOLOGIA OSTEOMIOARTICULAR EM UM MEMBRO;
25060040;FISIO DESVIOS POSTURAIS DA COL.VERT.;20103182;DESVIOS POSTURAIS DA COLUNA VERTEBRAL;
25060058;FISIO ENTORSES;20103484;PATOLOGIA OSTEOMIOARTICULAR EM UM MEMBRO;
25060066;FISIO REC.FUNC.POS-OPER/POS IMOB.P.O;20103662;RECUPERACAO FUNCIONAL POS-OPERATORIA OU POS-IMOBILIZACAO GESSADA DE PATOLOGIA;
25060074;FISIO RECUP.FUNC.P.OPER/P.IMOB.PA.OR;20103670;RECUPERACAO FUNCIONAL POS-OPERATORIA OU POS-IMOBILIZACAO GESSADA DE PATOLOGIA;
25060082;FISIO RECUPER.FUNC.P/OPER.P/IMOB.P.O;20103530;RECUPERACAO FUNCIONAL POS-OPERATORIA OU POR IMOBILIZACAO DA PATOLOGIA VERTEBRAL;
25060090;FISIO RECUP.FUNC.ART.TEMP.MAND.A/FR;20103654;RECUPERACAO FUNCIONAL DE DISTURBIOS CRANIO-FACIAIS;
25060104;FISIO SEQUELA DE TRAUMAT.NOS TENDOES;20103492;PATOLOGIA OSTEOMIOARTICULAR EM DOIS OU MAIS MEMBROS;
25060112;FISIO SEQUELA TRAUMAT.TORAX.E ABDOM.;20103697;SEQUELAS DE TRAUMATISMOS TORACICOS E ABDOMINAIS;
25060120;FISIO QUEIM.AFETANDO + D.UMA REGIAO;20103611;QUEIMADOS - SEGUIMENTO AMBULATORIAL PARA PREVENCAO DE SEQUELAS (POR SEGMENTO);
25060139;FISIO TRAT.FISIAT.PATOL.ORT.AF.1MEMB;20103484;PATOLOGIA OSTEOMIOARTICULAR EM UM MEMBRO;
25060147;FISIO TRAT.FIS.PAT.ORT.AFET.+D1 MEMB;20103492;PATOLOGIA OSTEOMIOARTICULAR EM DOIS OU MAIS MEMBROS;
25060155;FISIO AMPUTACAO UNILATERAL-TRE.PROT.;20103050;AMPUTACAO UNILATERAL (TREINAMENTO PROTETICO);
25060163;FISIO AMPUTACAO BILATERAL-TREIN.PROT;20103034;AMPUTACAO BILATERAL (TREINAMENTO PROTETICO);
25060171;FISIO REC.FUNC.POS OPER,POS IMOB GES;20103662;RECUPERACAO FUNCIONAL POS-OPERATORIA OU POS-IMOBILIZACAO GESSADA DE PATOLOGIA;
25060180;FISIO REC.FUNC.P.OPER.2 MEMBROS;20103670;RECUPERACAO FUNCIONAL POS-OPERATORIA OU POS-IMOBILIZACAO GESSADA DE PATOLOGIA;
25060198;FISIO ASSIST.FISIAT.PAC.C/HIPO,AG.MB;20103298;HIPO OU AGENESIA DE MEMBROS;
25060503;FISIO ASSIST.FISIAT.PAC.C/HIPO,AG.MB;20103182;DESVIOS POSTURAIS DA COLUNA VERTEBRAL;
25060503;ACUPUNTURA (POR SESSAO)(383);31601014;ACUPUNTURA POR SESSAO;
25070010;FISIO PAC.C/DOENC.ISQU/COR.AT.A.8SPR;20103395;PACIENTES COM DOENCA ISQUEMICA DO CORACAO, ATENDIDO EM AMBULATORIO, ATE 8 SEMANA;
25070029;FISIO PACIENTES C/DOENCA ISQ.CORACAO AT;20103387;PACIENTES COM DOENCA ISQUEMICA DO CORACAO, ATENDIDO EM AMBULATORIO DE 8 A 24 SEM;
25070037;FISIO PAC EM POS-OPERT CIR CARD HOSP AT;20203071;PACIENTES EM POS-OPERATORIO DE CIRURGIA CARDIACA, HOSPITALIZADO, ATE 8 SEMANAS D;
25070045;FISIO PAC.P.OPER.CIRG.CARD.AT.8/24 S;20103379;PACIENTE EM POS-OPERATORIO DE CIRURGIA CARDIACA, ATENDIDO EM AMBULATORIO, DUAS A;
25070053;FISIO PAC.PORT.CARD.ATEND.AMB.A.24SP;20103387;PACIENTES COM DOENCA ISQUEMICA DO CORACAO, ATENDIDO EM AMBULATORIO DE 8 A 24 SEM;
25070061;FISIO PAC.S/DOEN.COR.CLIN.CONS.A.RIS;20103417;PACIENTES SEM DOENCA CORONARIANA CLINICAMENTE MANIFESTA, MAS CONSIDERADA DE ALTO;
25070070;PACIENTE COM DOENC.ESQ.CORACAO;20103212;DISTURBIOS CIRCULATORIOS ARTERIO-VENOSOS E LINFATICOS;
25080016;FISIO PACIENTE C/DOEC.DERM.SENS.ACTN;20103409;PACIENTES COM DOENCAS NEURO-MUSCULO-ESQUELETICAS COM ENVOLVIMENTO TEGUMENTAR;
25090011;FISIO ATEND.FISIAT.P/P.OPER DE PAC;20103093;ATENDIMENTO FISIATRICO NO PRE E POS-OPERATORIO DE PACIENTES PARA PREVENCAO DE SE;
25090020;FISIO CONFEC.DE PROTESE IMEDIATA;20103166;CONFECCAO DE PROTESE IMEDIATA;
25090038;FISIO CONFECCAO DE PROTES.PROVISORIA;20103174;CONFECCAO DE PROTESE PROVISORIA;
25090046;FISIO BLOQUEIO FENOLICO DE PONTOS MOTOR;20103140;BLOQUEIO FENOLICO, ALCOOLICO OU COM TOXINA BOTULINICA (DE PONTOS MOTORES) - POR;
25090054;FISIO BLOQUEIO ANESTESICO SIMPATICO;31602070;BLOQUEIO ANESTESICO SIMPATICO;
25090062;FISIO INFILTRACAO ARTICULAR OU EM TECID;20103301;INFILTRACAO DE PONTO GATILHO (POR MUSCULO) OU AGULHAMENTO SECO (POR MUSCULO);
25090070;FISIO ATIVIDADE REFLEXA;20103115;ATIVIDADE REFLEXA OU APLICACAO DE TECNICA CINESIOTERAPICA ESPECIFICA;
25100017;FISIO DOENCAS UROLOGICAS;20103565;PROCESSOS INFLAMATÓRIOS PÉLVICOS;
25100025;FISIO PROC.INFLAM.PELVICOS;20103565;PROCESSOS INFLAMATORIOS PELVICOS;
25100033;FISIO ATENT.FISIATRICO PRE E P.PARTO;20103107;ATENDIMENTO FISIATRICO NO PRE E POS-PARTO;
25100041;FISIO SINUSITES;20103719;SINUSITES;
25100050;REEDUCACAO POSTURAL GLOBAL RPG - CORREIO;25100050;REEDUCACAO POSTURAL GLOBAL RPG - CORREIO;
25100106;FISIO REDUCACAO POSTURAL GLOBAL - RPG;25100106;FISIO REDUCACAO POSTURAL GLOBAL - RPG;
25110012;SESSAO DE OHB (2 HORAS);20104189;SESSAO DE OXIGENOTERAPIA HIPERBARICA (POR SESSAO DE 2 HORAS);
25990012;RPG (FISIOTERAPIA CONFESP);25990012;RPG (FISIOTERAPIA CONFESP);
26010011;ACONSELHAMENTO GENETICO;10106014;ACONSELHAMENTO GENETICO;
26020017;CARIOTIPO SIMPLES ( SANGUE / MEDULA ).;40501051;CARIÓTIPO DE SANGUE (TÉCNICAS COM BANDAS);
26020025;CARIOTIPO COM BANDAS (SANGUE / MEDULA );40501043;CARIOTIPO DE MEDULA (TECNICAS COM BANDAS);
26020033;CAROTIPO COM BANDAS (LIQ AMIOTICO/PELE/E;40501175;LIQUIDO AMNIOTICO, CARIOTIPO COM BANDAS;
26020041;CROMATINA SEXUAL X (SALIVA/URINA/LIQ AMM;40501116;CROMATINA X OU Y;
26030012;CARIOTIPO DE SANGUE OU MEDULA TEC C/BAND;40501043;CARIOTIPO DE MEDULA (TECNICAS COM BANDAS);
26030020;CARIOTIPO DE SANGUE-PESQ SITIO FRAGIL X;40501086;CARIOTIPO DE SANGUE-PESQUISA DE SITIO FRAGIL X;
26030055;CARIOTIPO P/PESQ INSTABIL CROMOSSOMICA;40501108;CARIOTIPO PARA PESQUISA DE INSTABILIDADE CROMOSSOMICA;
26030071;CARIOTIPO SANGUE OB P/CORDOCENTESE P.NAT;40501060;CARIOTIPO DE SANGUE OBTIDO POR CORDOCENTESE PRE-NATAL;
26030098;CULTURA DE ABORTO E OBTENCAO DE CARIOTIPO;40501124;CULTURA DE MATERIAL DE ABORTO E OBTENCAO DE CARIOTIPO;
26030160;VILOSIDADES CARIONICAS (CULTIVO DE TROFOBLASTOS);40501094;CARIOTIPO EM VILOSIDADES CORIONICAS (CULTIVO DE TROFOBLASTOS);
26090015;GALACTOSE-1-FOSTATO URIDILTRANSFERASE (GALACTOSEMIA);40301982;GALACTOSE 1-FOSFATOURIDIL TRANSFERASE, DOSAGEM;
27020010;UNIDADE CONCENTRADO HEMACIAS;40402045;UNIDADE DE CONCENTRADO DE HEMACIAS;
27020029;UNIDADE CONCENTR HEMACIAS LAV;40402053;UNIDADE DE CONCENTRADO DE HEMACIAS LAVADAS;
27020045;UNIDADE CONCENTRADO PLAQUETAS;40402070;UNIDADE DE CONCENTRADO DE PLAQUETAS RANDOMICAS;
27020053;UNID CRIOPREC FATOR ANTIHEMOFI;40402088;UNIDADE DE CRIOPRECIPITADO DE FATOR ANTI-HEMOFILICO;
27020061;UNIDADE PLASMA;40402096;UNIDADE DE PLASMA;
27020070;UNIDADE SANGUE TOTAL;40402100;UNIDADE DE SANGUE TOTAL;
27020088;PLASMAFERESE T COR 1 UI PLASMA;40402061;UNIDADE DE CONCENTRADO DE PLAQUETAS POR AFERESE;
27020096;SANGRIA TERAPEUTICA;40402037;SANGRIA TERAPEUTICA;
27030016;EXSANGUINEO TRANSF-HON MEDICO;40403122;EXSANGUINEO TRANSFUSAO;
27030024;TRASF FETAL INTRAUTERINA-H.MED;40403866;TRANSFUSAO FETAL INTRA-UTERINA;
27030032;OP PROC AUT SANGUE AFERESE-H.M;40403300;OPERACAO DE PROCESSADORA AUTOMATICA DE SANGUE EM AFERESE;
27030040;OP PROC AUT S ANT INTRAOP-H.M;40403319;OPERACAO DE PROCESSADORA AUTOMATICA DE SANGUE EM AUTOTRANSFUSAO INTRA-OPERATORIA;
27030059;HONOR MEDICOS TRANSFUSIONAL;40401014;TRANSFUSAO (ATO MEDICO AMBULATORIAL OU HOSPITALAR);
27040011;ANTIGENO AUSTRALIA P/UI S.TOT.;40403670;S.HEPATITE B (HBSAG) RIE OU EIE POR UNIDADE DE SANGUE TOTAL;
27040020;ANTIGENO AUSTRALIA P/COMP HEMO;40403661;S.HEPATITE B (HBSAG) RIE OU EIE POR COMPONENTE HEMOTERAPICO;
27040038;ANTIGENO AUSTRALIA RIE S.TOTAL;40403670;S.HEPATITE B (HBSAG) RIE OU EIE POR UNIDADE DE SANGUE TOTAL;
27040046;ANTIGENO AUSTRALIA RIE P/C.HEM;40403661;S.HEPATITE B (HBSAG) RIE OU EIE POR COMPONENTE HEMOTERAPICO;
27040054;CHAGAS HA P/UI SANGUE TOTAL;40403637;S.CHAGAS HA POR UNIDADE DE SANGUE TOTAL;
27040062;CHAGAS HA P/COMP HEMOTERAPICO;40403629;S.CHAGAS HA POR COMPONENTE HEMOTERAPICO;
27040070;CHAGAS IFI P/UI SANGUE TOTAL;40403653;S.CHAGAS IFI POR UNIDADE DE SANGUE TOTAL;
27040089;CHAGAS IFI P/COMP.HEMOTERAPICO;40403645;S.CHAGAS IFI POR COMPONENTE HEMOTERAPICO;
27040097;CHAGAS IFI,HA,RFC R.SOR P/UI.S;40403637;S.CHAGAS HA POR UNIDADE DE SANGUE TOTAL;
27040100;CHAGAS IFI,HA,RFC R.SOR.P/COMP;40403629;S.CHAGAS HA POR COMPONENTE HEMOTERAPICO;
27040135;ELETROFORESE HEMOGLOBINA P/U.S;40403114;ELETROFORESE DE HEMOGLOBINA POR UNIDADE DE SANGUE TOTAL;
27040143;ELETROFORESE HEMOGL.P/COMP.HM;40403106;ELETROFORESE DE HEMOGLOBINA POR COMPONENTE HEMOTERAPICO;
27040151;GRUPO SANGUINEO ABO E RH;40403173;GRUPO SANGUINEO ABO E RH;
27040160;KIT, MAT DESC PROC AUT SANGUE;40402010;MATERIAL DESCARTAVEL (KIT) E SOLUCOES PARA UTILIZACAO DE PROCESSADORA AUTOMATICA;
27040178;MALARIA IFI P/UI SANGUE TOTAL;40403530;S. MALARIA - IFI POR UNIDADE DE SANGUE TOTAL;
27040186;MALARIA IFI P/COMP.HEMOTERAP;40403521;S. MALARIA - IFI POR COMPONENTE HEMOTERAPICO;
27040194;PESQ ANTICORPOS SERICOS IRREG;40403343;PESQUISA DE ANTICORPOS SERICOS IRREGULARES ANTIERITROCITARIOS;
27040208;PESQ ANTI-HBc P/UI SANGUE TOT;40403475;S. HEPATITE B ANTI-HBC POR UNIDADE DE SANGUE TOTAL;
27040216;PESQ ANTI HBc P/COMP HEMOT;40403467;S. HEPATITE B ANTI-HBC POR COMPONENTE HEMOTERAPICO;
27040224;PESQ ANTI-HIV-EIE P/UI SANUE T;40403513;S. HIV - EIE POR UNIDADE DE SANGUE TOTAL;
27040232;P ANTI-HIV-EIE P/COMP HEMOT;40403505;S. HIV - EIE POR COMPONENTE HEMOTERAPICO;
27040240;PROVA COMP PRE-TRANSF COMPLETA;40403408;PROVA DE COMPATIBILIDADE PRE-TRANSFUSIONAL COMPLETA;
27040259;SIFILIS FTA-ABS P/UI SANGUE TO;40403572;S. SIFILIS FTA - ABS POR UNIDADE DE SANGUE TOTAL;
27040267;SIFILIS FTA-ABS P/COMP HEMOT;40403564;S. SIFILIS FTA - ABS POR COMPONENTE HEMOTERAPICO;
27040275;SIFILIS HA P.UI SANGUE TOTAL;40403599;S. SIFILIS HA POR UNIDADE DE SANGUE TOTAL;
27040283;SIFILIS HA P/COMP HEMOTERAPICO;40403580;S. SIFILIS HA POR COMPONENTE HEMOTERAPICO;
27040291;SIFILIS VDRL P/UI SANGUE TOTAL;40403610;S. SIFILIS VDRL POR UNIDADE DE SANGUE TOTAL;
27040305;SIFILIS VDRL P/COMP HEMOTERAP;40403602;S. SIFILIS VDRL POR COMPONENTE HEMOTERAPICO;
27040313;SIFILIS VDRL,HA,FTA-ABS P/UI S;40403610;S. SIFILIS VDRL POR UNIDADE DE SANGUE TOTAL;
27040321;SIFILIS VDRL,HA,FTA-ABS P/C.HE;40403602;S. SIFILIS VDRL POR COMPONENTE HEMOTERAPICO;
27040330;TAXA IRRADIACAO UNIDADE HEMOT;40402134;IRRADIACAO DE COMPONENTES HEMOTERAPICOS;
27040348;TX UTILIZACAO BOLSA PLASTICA;27040348;TX UTILIZACAO BOLSA PLASTICA;
27040356;TX UTIL DESCARTAVEIS P/APLIC;27040356;TX UTIL DESCARTAVEIS P/APLIC;
27040364;TESTE DE COOMBS DIRETO;40403688;TESTE DE COOMBS DIRETO;
27040372;TESTE DE COOMBS INDIRETO;40304884;COOMBS INDIRETO;
27040380;TRASAMINASE PIRUVICA P/UI SANG;40403858;TRANSAMINASE PIRUVICA - TGP OU ALT POR UNIDADE DE SANGUE TOTAL;
